brand,price,type,colour,msoffice,RAM,RAMtype,SSD,SSDCap,HDDCap,ProcessorBrand,ProcessorName,ProcessorVariant,ClockSpeed,GPU,GPUramtype,GPUramcap,OS,Touchscreen,Screensize,Screenreso,refreshrate,Bluetooth,Weight,BacklitKB,warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
Lenovo,"₹67,190",Thin and Light Laptop,Cloud Grey,Yes,16 GB,LPDDR5,Yes,512 GB,0,Intel,Core i5,13420H,"Base Frequency 1.5 GHz, Max Turbo Boost at 3.8 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1200 Pixels,60,v5.1,1.46 kg,Yes,1 Yr Onsite Warranty + 1 Yr Premium Care
Lenovo,"₹24,980",Thin and Light Laptop,Silver,No,8 GB,DDR5,Yes,512 GB,0,AMD,Athlon Dual Core,7120U,Max Turbo Frequency up to 3.5GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,Yes,1.6 Kg,No,1 Year Onsite Warranty
ASUS,"₹39,980",Thin and Light Laptop,Cool Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1315U,Max Turbo Frequency up to 4.5 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.60 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹59,990",Gaming Laptop,Graphite Black,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,11400H,2.7Ghz upto 4.5 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.3,2.30 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹44,990",Thin and Light Laptop,Cool Silver,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.63 Kg,No,1 Year Onsite Warranty
HP,"₹33,800",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 3 Quad Core,5300U,2.6 GHz with Turbo Boost Upto 3.8 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,V5.0,1.69 Kg,No,1 Year Onsite Warranty
Infinix,"₹23,990",Thin and Light Laptop,Grey,No,8 GB,LPDDR4X,Yes,512 GB,0,Intel,Core i3,1005G1,"Base Frequency 1.2 GHz, Max Turbo Frequency at 3.4 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60 Hz,v5.1,1.76 kg,,1 Year Onsite Warranty
ASUS,"₹35,990",Thin and Light Laptop,Quiet Blue,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,"Base Frequency 1.2 GHz, Max Turbo Boost at 4.4 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60 Hz,v5.3,1.70 kg,Yes,1 Year Onsite Warranty
Infinix,"₹25,990",Thin and Light Laptop,Blue,No,8 GB,LPDDR4X,Yes,256 GB,0,Intel,Core i3,1115G4,MaxTurbo Frequency up to 4.10GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v 5.1,1.58 Kg,Yes,1 Year Onsite Warranty
MSI,"₹28,990",Thin and Light Laptop,Classic Black,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1115G4,1.70 GHz up to 4.10 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.2,1.4 Kg,Yes,1 Year Carry-in Warranty
MSI,"₹32,990",Thin and Light Laptop,Urban Silver,No,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.2,1.4 Kg,Yes,1 Year Carry-in Warranty
DELL,"₹42,990",Laptop,Titan Grey,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1135G7,2.40 GHz up to 4.20 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.1,1.83 Kg,No,1 Year Onsite Warranty
Infinix,"₹27,990",Thin and Light Laptop,Grey,No,8 GB,LPDDR4X,Yes,512 GB,0,Intel,Core i5,1035G1,Max Turbo Frequency up to 3.6 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,60,v5.1,1.76 kg,Yes,1 Year Onsite Warranty
ASUS,"₹39,990",Thin and Light Laptop,Quiet Blue,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,i3-1220P,1.5 Ghz. Turbo Upto 4.4 Ghz.,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 pixel,60 Hz,5.2,1.7 kg,No,1 Year Onsite Warranty
Infinix,"₹25,990",Thin and Light Laptop,Red,No,8 GB,LPDDR4X,Yes,512 GB,0,Intel,Core i3,1115G4,1.70 GHz up to 4.10 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixel,60,v5.1,1.24 Kg,,1 Year Onsite Warranty
Infinix,"₹27,990",Thin and Light Laptop,Blue,No,8 GB,LPDDR4X,Yes,512 GB,0,Intel,Core i5,1035G1,Max Turbo Frequency up to 3.6 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,60,v5.1,1.76 kg,Yes,1 Year Onsite Warranty
MSI,"₹39,990",Gaming Laptop,Black,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,11260H,Max Turbo Frequency up to 4.4GHz,NVIDIA GeForce GTX 1650,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60 Hz,v5.2,1.86 Kg,No,2 Year Carry-in Warranty
ASUS,"₹47,990",Thin and Light Laptop,Indie Black,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,AMD R5-5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.80 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹25,990",Thin and Light Laptop,Arctic Grey,No,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 3 Quad Core,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.65 Kg,No,1 Year Onsite Warranty
DELL,"₹51,990",Laptop,Platinum Silver,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,Core i5,Up to 4.40 GHz Turbo,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920x 1080 pixel,120 Hz,v5.2,1.65 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹21,590",Laptop,Iron Grey,No,8 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,,upto 2.8 GHz,Intel Integrated Integrated,GDDR4,2 GB,DOS,No,39.62 cm (15.6 inch),1920x1080 pixel,60,Yes,1.8 kg,No,1 Years
HP,"₹48,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1235U,3.30GHz Upto 4.40GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.69 Kg,Yes,1 Year Onsite Warranty
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
DELL,"₹44,890",Thin and Light Laptop,Carbon Black,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,38.0 cm (14.96 inch),1920 x 1080 Pixel,60,v5.2,1.65 Kg,No,1 Year Onsite Hardware Service
Acer,"₹28,990",Notebook,Pure Silver,No,8 GB,LPDDR5,Yes,256 GB,0,Intel,Core i3,N305,Max Turbo Frequency Upto 3.80 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.7 Kg,No,1 Year International Travelers Warranty
ASUS,"₹51,990",Gaming Laptop,Graphite Black,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,11260H,"Base Frequency 2.9 GHz, Max Turbo Boost at 4.4 GHz",NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60,v5.3,2.30 kg,Yes,1 Year Carry-in Warranty
Acer,"₹31,990",Thin and Light Laptop,Silver,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1155G7,2.50GHz with Turbo boost upto 4.5GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.0,1.49 Kg,Yes,1 Year Onsite Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
ASUS,"₹39,990",Thin and Light Laptop,Cool Silver,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 3 Quad Core,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.63 Kg,No,1 Year Onsite Warranty
ASUS,"₹66,990",Thin and Light Laptop,Neutral Grey,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,12500H,4.5,Intel Integrated Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),2880 x 1800 Pixels,60,v5.2,1.50 Kg,Yes,1 Year Onsite Warranty
DELL,"₹30,391",Notebook,Carbon Black,Yes,8 GB,DDR4,Yes,256 GB,0,Intel,Core i3,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixel,60,Yes,1.48 Kg,No,1 Year Onsite Hardware Service
HP,"₹33,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 3 Quad Core,7320U,2.4GHz Upto 4.1GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.75 Kg,Yes,1 Year Onsite Warranty
Lenovo,"₹70,190",Thin and Light Laptop,Cloud Grey,Yes,16 GB,LPDDR5,Yes,512 GB,0,Intel,Core i5,13500H,"Base Frequency 2.6 GHz, Max Turbo Boost at 4.7 GHz",Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixels,60,v5.1,1.89 kg,Yes,1 Yr Onsite Warranty + 1 Yr Premium Care
Acer,"₹52,990",Gaming Laptop,Charcoal Black,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,2.1 Kg,No,1 Year Onsite Warranty
HP,"₹50,379",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1155G7,Upto 4.50GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.69 Kg,Yes,1 Year Onsite Warranty
Acer,"₹34,890",Thin and Light Laptop,Steel Grey,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,up to 4.40 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,Yes,1.59 Kg,No,1 Year Onsite Warranty
CHUWI,"₹16,990",Laptop,Grey,No,8 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,N4020,2.6GHz,Intel Integrated Intel UHD Graphics,DDR4,2 GB,Windows 11 Home,No,35.81 cm (14.1 inch),1920 x 1080 pixel,60,4.2,1.39 kg,No,1 Year Onsite Warranty
ASUS,"₹47,990",Gaming Laptop,Graphite Black,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,11260H,"Base Frequency 2.9 GHz, Max Turbo Boost at 4.4 GHz",NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,144 Hz,v5.3,2.30 kg,Yes,1 Year Carry-in Warranty
HP,"₹41,990",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5500U,Up to 4.0 GHz max boost clock,AMD Radeon Radeon Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60,v5.0,1.69 Kg,Yes,1 Year Onsite Warranty
HP,"₹51,990",Thin and Light Laptop,Natural Silver,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1235U,Max Frequency Up to 4.4 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,60,v5.0,1.69 Kg,No,1 Year Onsite warranty
Acer,"₹29,990",Thin and Light Laptop,Steel Gray,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 3 Quad Core,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.78 Kg,No,1 Year Onsite Warranty
Lenovo,"₹37,990",Thin and Light Laptop,Arctic Grey,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.63 Kg,No,1 year onsite + 1 year accidental damage protection
HP,"₹30,950",Thin and Light Laptop,Dark Ash,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,,,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1366 x 768 pixel,60,Yes,2.0 Kg,No,1Year Onsite Warranty
Acer,"₹32,990",Thin and Light Laptop,Pure Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60,v5.0,1.7 Kg,No,1 Year International Travelers Warranty (ITW)
MSI,"₹42,990",Gaming Laptop,Black,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,11260H,Max Turbo Frequency up to 4.4GHz,NVIDIA GeForce GTX 1650,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60 Hz,v5.2,1.86 Kg,No,2 Year Carry-in Warranty
MSI,"₹43,990",Thin and Light Laptop,Urban Silver,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.2,1.4 Kg,Yes,1 Year Carry-in Warranty
Lenovo,"₹37,990",Thin and Light Laptop,Cloud Grey,Yes,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,100.63 cm (39.62 cm),1920 x 1080 pixel,60,v5.0,1.65 kg,No,1 Year Onsite ADP
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
HP,"₹19,979",Thin and Light Laptop,Black,No,4 GB,DDR4,Yes,256 GB,0,AMD,Athlon Dual Core,AMD Athlon Silver-3050U,2.1 GHz base clock,NA,DDR4,2 GB,DOS,No,39.62 cm (15.6 inch),1366 x 768$$Pixels pixel,60,V3.0,1.47 kg,No,1 year warranty
ASUS,"₹35,990",Thin and Light Laptop,Icelight Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,Upto 4.40GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.70 kg,No,1 Year Onsite Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
Infinix,"₹34,990",Thin and Light Laptop,Blue,No,16 GB,LPDDR4X,Yes,512 GB,0,Intel,Core i5,1155G7,,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,v5.1,1.24 kg,,1 year Onsite Warranty
ASUS,"₹16,990",Chromebook,Transparent Silver,No,8 GB,LPDDR4X,No,0,0,Intel,Celeron Dual Core,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,GDDR4,2 GB,Chrome,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.2,1.80 Kg,No,1 Year Onsite Warranty
Lenovo,"₹31,999",Thin and Light Laptop,Iron Grey,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.40 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.7 Kg,No,1 Year Onsite Warranty
CHUWI,"₹20,990",Laptop,Grey,No,8 GB,LPDDR5,Yes,256 GB,0,Intel,Celeron Quad Core,N100,,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.81 cm (14.1 inch),1920 x 1080 pixel,60,5.2,1.46 kg,No,1 Year Onsite Warranty
MSI,"₹33,990",Thin and Light Laptop,Urban Silver,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60 Hz,v5.2,1.4 Kg,Yes,1 Year Carry-in warranty
HP,"₹35,790",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,Max Turbo Frequency up to 4.4GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.0,1.69 kg,No,1 Year Onsite Warranty
HP,"₹49,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1235U,Max Turbo Frequency up to 4.4GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.0,1.69 kg,No,1 Year Onsite Warranty
ASUS,"₹47,990",Thin and Light Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,5800HS,3.2GHz Upto 4.4GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.70 kg,No,1 Year Onsite Warranty
Lenovo,"₹26,999",Thin and Light Laptop,Iron Grey,No,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 3 Hexa Core,5300U,2.6 GHz with Turbo Boost Upto 3.8 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.7 Kg,No,1 Year Onsite Warranty
HP,"₹65,990",Gaming Laptop,Sapphire Blue,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,5800H,3.2GHz upto 4.4 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.37 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹30,490",Thin and Light Laptop,Grey,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1115G4,4.1,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920x1080 Pixels,60,v5.0,1.7 Kg,No,2 Year warranty
Lenovo,"₹34,949",Thin and Light Laptop,Black,No,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5500U,2.1 GHz with Turbo Boost Upto 4.0 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.7 Kg,No,1 Year Onsite Warranty
Acer,"₹49,990",Thin and Light Laptop,Steel Grey,No,16 GB,DDR4,Yes,1 TB,0,Intel,Core i5,1235U,up to 4.40 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,Yes,1.59 Kg,No,1 Year Onsite Warranty
ASUS,"₹44,990",Thin and Light Laptop,Green Grey,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.63 Kg,No,1 Year Onsite Warranty
HP,"₹57,990",Gaming Laptop,Performance Blue,No,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5600H,3.3GHz Upto max turbo frequency at 4.2 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.37 Kg,Yes,1 Year Onsite Warranty
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
Lenovo,"₹54,990",Gaming Laptop,Onyx Grey,No,16 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,2.32 Kg,Yes,1 Year Onsite warranty
Lenovo,"₹39,990",Thin and Light Laptop,Cloud Grey,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,7520U,"Base Frequency 2.8 GHz, Max Turbo Boost at 4.3 GHz",AMD Radeon 610M,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60,v5.1,1.58 kg,No,1 Year Carry-in Warranty
ASUS,"₹74,990",Thin and Light Laptop,Indie Black,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i7,12700H,Base Frequency 3.0 GHz Max Turbo Frequency at 4.7 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),2880 x 1800 Pixels,60,v5.2,1.50 kg,Yes,1 Year Onsite Warranty
HP,"₹55,990",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,1 TB,0,AMD,Ryzen 5 Hexa Core,5500U,Upto 4.00 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1200 Pixel,60,v5.0,1.75 Kg,No,1 Year Onsite Warranty
